,accuracy,confusion,datetime,execution_time,f1,mcc,model,precision,recall,run,test_time,train_size
0,0.7597930524759793,"[[  0  18   0   0   0   0]
 [  0 104  35  11   6  25]
 [  0  38  87  14  12  28]
 [  0  73  14 278   7   3]
 [  0  11   6   4 222  11]
 [  0   5   2   1   1 337]]",2019-05-06 16:00:23.559095,0.016842126846313477,0.603267512598695,0.6983633973934092,svm,0.6089590763598597,0.6083261125972294,1,0.007643222808837891,1000
0,0.7597930524759793,"[[  0  18   0   0   0   0]
 [  0 104  35  11   6  25]
 [  0  38  87  14  12  28]
 [  0  73  14 278   7   3]
 [  0  11   6   4 222  11]
 [  0   5   2   1   1 337]]",2019-05-06 16:00:23.618505,0.023758649826049805,0.603267512598695,0.6983633973934092,svm,0.6089590763598597,0.6083261125972294,2,0.007902383804321289,1000
0,0.7597930524759793,"[[  0  18   0   0   0   0]
 [  0 104  35  11   6  25]
 [  0  38  87  14  12  28]
 [  0  73  14 278   7   3]
 [  0  11   6   4 222  11]
 [  0   5   2   1   1 337]]",2019-05-06 16:00:23.680485,0.023529052734375,0.603267512598695,0.6983633973934092,svm,0.6089590763598597,0.6083261125972294,3,0.007818937301635742,1000
0,0.7597930524759793,"[[  0  18   0   0   0   0]
 [  0 104  35  11   6  25]
 [  0  38  87  14  12  28]
 [  0  73  14 278   7   3]
 [  0  11   6   4 222  11]
 [  0   5   2   1   1 337]]",2019-05-06 16:00:23.751785,0.023476839065551758,0.603267512598695,0.6983633973934092,svm,0.6089590763598597,0.6083261125972294,4,0.016885042190551758,1000
0,0.7597930524759793,"[[  0  18   0   0   0   0]
 [  0 104  35  11   6  25]
 [  0  38  87  14  12  28]
 [  0  73  14 278   7   3]
 [  0  11   6   4 222  11]
 [  0   5   2   1   1 337]]",2019-05-06 16:00:23.814700,0.023642539978027344,0.603267512598695,0.6983633973934092,svm,0.6089590763598597,0.6083261125972294,5,0.007605552673339844,1000
0,0.7597930524759793,"[[  0  18   0   0   0   0]
 [  0 104  35  11   6  25]
 [  0  38  87  14  12  28]
 [  0  73  14 278   7   3]
 [  0  11   6   4 222  11]
 [  0   5   2   1   1 337]]",2019-05-06 16:00:23.877115,0.023439884185791016,0.603267512598695,0.6983633973934092,svm,0.6089590763598597,0.6083261125972294,6,0.007673025131225586,1000
0,0.7597930524759793,"[[  0  18   0   0   0   0]
 [  0 104  35  11   6  25]
 [  0  38  87  14  12  28]
 [  0  73  14 278   7   3]
 [  0  11   6   4 222  11]
 [  0   5   2   1   1 337]]",2019-05-06 16:00:23.939846,0.023489713668823242,0.603267512598695,0.6983633973934092,svm,0.6089590763598597,0.6083261125972294,7,0.007738351821899414,1000
0,0.7597930524759793,"[[  0  18   0   0   0   0]
 [  0 104  35  11   6  25]
 [  0  38  87  14  12  28]
 [  0  73  14 278   7   3]
 [  0  11   6   4 222  11]
 [  0   5   2   1   1 337]]",2019-05-06 16:00:24.003363,0.023996353149414062,0.603267512598695,0.6983633973934092,svm,0.6089590763598597,0.6083261125972294,8,0.007925033569335938,1000
0,0.7597930524759793,"[[  0  18   0   0   0   0]
 [  0 104  35  11   6  25]
 [  0  38  87  14  12  28]
 [  0  73  14 278   7   3]
 [  0  11   6   4 222  11]
 [  0   5   2   1   1 337]]",2019-05-06 16:00:24.066549,0.02355504035949707,0.603267512598695,0.6983633973934092,svm,0.6089590763598597,0.6083261125972294,9,0.007745027542114258,1000
0,0.7597930524759793,"[[  0  18   0   0   0   0]
 [  0 104  35  11   6  25]
 [  0  38  87  14  12  28]
 [  0  73  14 278   7   3]
 [  0  11   6   4 222  11]
 [  0   5   2   1   1 337]]",2019-05-06 16:00:24.129909,0.02356266975402832,0.603267512598695,0.6983633973934092,svm,0.6089590763598597,0.6083261125972294,10,0.007819652557373047,1000
0,0.7597930524759793,"[[  0  18   0   0   0   0]
 [  0 104  35  11   6  25]
 [  0  38  87  14  12  28]
 [  0  73  14 278   7   3]
 [  0  11   6   4 222  11]
 [  0   5   2   1   1 337]]",2019-05-06 16:00:24.193566,0.023680686950683594,0.603267512598695,0.6983633973934092,svm,0.6089590763598597,0.6083261125972294,11,0.007868051528930664,1000
0,0.7597930524759793,"[[  0  18   0   0   0   0]
 [  0 104  35  11   6  25]
 [  0  38  87  14  12  28]
 [  0  73  14 278   7   3]
 [  0  11   6   4 222  11]
 [  0   5   2   1   1 337]]",2019-05-06 16:00:24.258065,0.024196624755859375,0.603267512598695,0.6983633973934092,svm,0.6089590763598597,0.6083261125972294,12,0.008006572723388672,1000
0,0.7597930524759793,"[[  0  18   0   0   0   0]
 [  0 104  35  11   6  25]
 [  0  38  87  14  12  28]
 [  0  73  14 278   7   3]
 [  0  11   6   4 222  11]
 [  0   5   2   1   1 337]]",2019-05-06 16:00:24.322375,0.023761987686157227,0.603267512598695,0.6983633973934092,svm,0.6089590763598597,0.6083261125972294,13,0.007878303527832031,1000
0,0.7597930524759793,"[[  0  18   0   0   0   0]
 [  0 104  35  11   6  25]
 [  0  38  87  14  12  28]
 [  0  73  14 278   7   3]
 [  0  11   6   4 222  11]
 [  0   5   2   1   1 337]]",2019-05-06 16:00:24.386293,0.023492097854614258,0.603267512598695,0.6983633973934092,svm,0.6089590763598597,0.6083261125972294,14,0.007854938507080078,1000
0,0.7597930524759793,"[[  0  18   0   0   0   0]
 [  0 104  35  11   6  25]
 [  0  38  87  14  12  28]
 [  0  73  14 278   7   3]
 [  0  11   6   4 222  11]
 [  0   5   2   1   1 337]]",2019-05-06 16:00:24.450698,0.023790597915649414,0.603267512598695,0.6983633973934092,svm,0.6089590763598597,0.6083261125972294,15,0.00790262222290039,1000
0,0.7597930524759793,"[[  0  18   0   0   0   0]
 [  0 104  35  11   6  25]
 [  0  38  87  14  12  28]
 [  0  73  14 278   7   3]
 [  0  11   6   4 222  11]
 [  0   5   2   1   1 337]]",2019-05-06 16:00:24.518702,0.024430513381958008,0.603267512598695,0.6983633973934092,svm,0.6089590763598597,0.6083261125972294,16,0.010636091232299805,1000
0,0.7597930524759793,"[[  0  18   0   0   0   0]
 [  0 104  35  11   6  25]
 [  0  38  87  14  12  28]
 [  0  73  14 278   7   3]
 [  0  11   6   4 222  11]
 [  0   5   2   1   1 337]]",2019-05-06 16:00:24.583362,0.023543357849121094,0.603267512598695,0.6983633973934092,svm,0.6089590763598597,0.6083261125972294,17,0.007876157760620117,1000
0,0.7597930524759793,"[[  0  18   0   0   0   0]
 [  0 104  35  11   6  25]
 [  0  38  87  14  12  28]
 [  0  73  14 278   7   3]
 [  0  11   6   4 222  11]
 [  0   5   2   1   1 337]]",2019-05-06 16:00:24.647984,0.02356123924255371,0.603267512598695,0.6983633973934092,svm,0.6089590763598597,0.6083261125972294,18,0.007831096649169922,1000
0,0.7597930524759793,"[[  0  18   0   0   0   0]
 [  0 104  35  11   6  25]
 [  0  38  87  14  12  28]
 [  0  73  14 278   7   3]
 [  0  11   6   4 222  11]
 [  0   5   2   1   1 337]]",2019-05-06 16:00:24.712893,0.023685693740844727,0.603267512598695,0.6983633973934092,svm,0.6089590763598597,0.6083261125972294,19,0.007861137390136719,1000
0,0.7597930524759793,"[[  0  18   0   0   0   0]
 [  0 104  35  11   6  25]
 [  0  38  87  14  12  28]
 [  0  73  14 278   7   3]
 [  0  11   6   4 222  11]
 [  0   5   2   1   1 337]]",2019-05-06 16:00:24.780297,0.025845766067504883,0.603267512598695,0.6983633973934092,svm,0.6089590763598597,0.6083261125972294,20,0.007986307144165039,1000
0,0.7597930524759793,"[[  0  18   0   0   0   0]
 [  0 104  35  11   6  25]
 [  0  38  87  14  12  28]
 [  0  73  14 278   7   3]
 [  0  11   6   4 222  11]
 [  0   5   2   1   1 337]]",2019-05-06 16:00:24.846187,0.023909807205200195,0.603267512598695,0.6983633973934092,svm,0.6089590763598597,0.6083261125972294,21,0.00787353515625,1000
0,0.7597930524759793,"[[  0  18   0   0   0   0]
 [  0 104  35  11   6  25]
 [  0  38  87  14  12  28]
 [  0  73  14 278   7   3]
 [  0  11   6   4 222  11]
 [  0   5   2   1   1 337]]",2019-05-06 16:00:24.911732,0.02383565902709961,0.603267512598695,0.6983633973934092,svm,0.6089590763598597,0.6083261125972294,22,0.007885932922363281,1000
0,0.7597930524759793,"[[  0  18   0   0   0   0]
 [  0 104  35  11   6  25]
 [  0  38  87  14  12  28]
 [  0  73  14 278   7   3]
 [  0  11   6   4 222  11]
 [  0   5   2   1   1 337]]",2019-05-06 16:00:24.977130,0.02355051040649414,0.603267512598695,0.6983633973934092,svm,0.6089590763598597,0.6083261125972294,23,0.007831335067749023,1000
0,0.7597930524759793,"[[  0  18   0   0   0   0]
 [  0 104  35  11   6  25]
 [  0  38  87  14  12  28]
 [  0  73  14 278   7   3]
 [  0  11   6   4 222  11]
 [  0   5   2   1   1 337]]",2019-05-06 16:00:25.046665,0.027385473251342773,0.603267512598695,0.6983633973934092,svm,0.6089590763598597,0.6083261125972294,24,0.007961750030517578,1000
0,0.7597930524759793,"[[  0  18   0   0   0   0]
 [  0 104  35  11   6  25]
 [  0  38  87  14  12  28]
 [  0  73  14 278   7   3]
 [  0  11   6   4 222  11]
 [  0   5   2   1   1 337]]",2019-05-06 16:00:25.112694,0.02364349365234375,0.603267512598695,0.6983633973934092,svm,0.6089590763598597,0.6083261125972294,25,0.00782012939453125,1000
0,0.7597930524759793,"[[  0  18   0   0   0   0]
 [  0 104  35  11   6  25]
 [  0  38  87  14  12  28]
 [  0  73  14 278   7   3]
 [  0  11   6   4 222  11]
 [  0   5   2   1   1 337]]",2019-05-06 16:00:25.178660,0.023533344268798828,0.603267512598695,0.6983633973934092,svm,0.6089590763598597,0.6083261125972294,26,0.007837772369384766,1000
0,0.7597930524759793,"[[  0  18   0   0   0   0]
 [  0 104  35  11   6  25]
 [  0  38  87  14  12  28]
 [  0  73  14 278   7   3]
 [  0  11   6   4 222  11]
 [  0   5   2   1   1 337]]",2019-05-06 16:00:25.244865,0.023700714111328125,0.603267512598695,0.6983633973934092,svm,0.6089590763598597,0.6083261125972294,27,0.007853507995605469,1000
0,0.7597930524759793,"[[  0  18   0   0   0   0]
 [  0 104  35  11   6  25]
 [  0  38  87  14  12  28]
 [  0  73  14 278   7   3]
 [  0  11   6   4 222  11]
 [  0   5   2   1   1 337]]",2019-05-06 16:00:25.315293,0.027345657348632812,0.603267512598695,0.6983633973934092,svm,0.6089590763598597,0.6083261125972294,28,0.008239507675170898,1000
0,0.7597930524759793,"[[  0  18   0   0   0   0]
 [  0 104  35  11   6  25]
 [  0  38  87  14  12  28]
 [  0  73  14 278   7   3]
 [  0  11   6   4 222  11]
 [  0   5   2   1   1 337]]",2019-05-06 16:00:25.382396,0.024022340774536133,0.603267512598695,0.6983633973934092,svm,0.6089590763598597,0.6083261125972294,29,0.00784754753112793,1000
0,0.7597930524759793,"[[  0  18   0   0   0   0]
 [  0 104  35  11   6  25]
 [  0  38  87  14  12  28]
 [  0  73  14 278   7   3]
 [  0  11   6   4 222  11]
 [  0   5   2   1   1 337]]",2019-05-06 16:00:25.449692,0.023694276809692383,0.603267512598695,0.6983633973934092,svm,0.6089590763598597,0.6083261125972294,30,0.007886409759521484,1000
0,0.7642276422764228,"[[  0  21   0   0   0   1]
 [  0 101  36   6   5  13]
 [  0  42  70  16  11  18]
 [  0  71  21 282   7   6]
 [  0   9  12   3 223   8]
 [  0   5   5   1   2 358]]",2019-05-06 16:00:25.540457,0.0476222038269043,0.5966434809141691,0.7032165518858832,svm,0.5987750298173081,0.6068901013925678,1,0.0077092647552490234,2000
0,0.7642276422764228,"[[  0  21   0   0   0   1]
 [  0 101  36   6   5  13]
 [  0  42  70  16  11  18]
 [  0  71  21 282   7   6]
 [  0   9  12   3 223   8]
 [  0   5   5   1   2 358]]",2019-05-06 16:00:25.639382,0.04508495330810547,0.5966434809141691,0.7032165518858832,svm,0.5987750298173081,0.6068901013925678,2,0.007668256759643555,2000
0,0.7642276422764228,"[[  0  21   0   0   0   1]
 [  0 101  36   6   5  13]
 [  0  42  70  16  11  18]
 [  0  71  21 282   7   6]
 [  0   9  12   3 223   8]
 [  0   5   5   1   2 358]]",2019-05-06 16:00:25.730615,0.04792213439941406,0.5966434809141691,0.7032165518858832,svm,0.5987750298173081,0.6068901013925678,3,0.007577180862426758,2000
0,0.7642276422764228,"[[  0  21   0   0   0   1]
 [  0 101  36   6   5  13]
 [  0  42  70  16  11  18]
 [  0  71  21 282   7   6]
 [  0   9  12   3 223   8]
 [  0   5   5   1   2 358]]",2019-05-06 16:00:25.825146,0.05103468894958496,0.5966434809141691,0.7032165518858832,svm,0.5987750298173081,0.6068901013925678,4,0.007637500762939453,2000
0,0.7642276422764228,"[[  0  21   0   0   0   1]
 [  0 101  36   6   5  13]
 [  0  42  70  16  11  18]
 [  0  71  21 282   7   6]
 [  0   9  12   3 223   8]
 [  0   5   5   1   2 358]]",2019-05-06 16:00:25.916397,0.04766392707824707,0.5966434809141691,0.7032165518858832,svm,0.5987750298173081,0.6068901013925678,5,0.007477998733520508,2000
0,0.7642276422764228,"[[  0  21   0   0   0   1]
 [  0 101  36   6   5  13]
 [  0  42  70  16  11  18]
 [  0  71  21 282   7   6]
 [  0   9  12   3 223   8]
 [  0   5   5   1   2 358]]",2019-05-06 16:00:26.007987,0.04802346229553223,0.5966434809141691,0.7032165518858832,svm,0.5987750298173081,0.6068901013925678,6,0.007431745529174805,2000
0,0.7642276422764228,"[[  0  21   0   0   0   1]
 [  0 101  36   6   5  13]
 [  0  42  70  16  11  18]
 [  0  71  21 282   7   6]
 [  0   9  12   3 223   8]
 [  0   5   5   1   2 358]]",2019-05-06 16:00:26.100130,0.04804849624633789,0.5966434809141691,0.7032165518858832,svm,0.5987750298173081,0.6068901013925678,7,0.007699251174926758,2000
0,0.7642276422764228,"[[  0  21   0   0   0   1]
 [  0 101  36   6   5  13]
 [  0  42  70  16  11  18]
 [  0  71  21 282   7   6]
 [  0   9  12   3 223   8]
 [  0   5   5   1   2 358]]",2019-05-06 16:00:26.191786,0.047553062438964844,0.5966434809141691,0.7032165518858832,svm,0.5987750298173081,0.6068901013925678,8,0.007531642913818359,2000
0,0.7642276422764228,"[[  0  21   0   0   0   1]
 [  0 101  36   6   5  13]
 [  0  42  70  16  11  18]
 [  0  71  21 282   7   6]
 [  0   9  12   3 223   8]
 [  0   5   5   1   2 358]]",2019-05-06 16:00:26.283337,0.04744839668273926,0.5966434809141691,0.7032165518858832,svm,0.5987750298173081,0.6068901013925678,9,0.007444620132446289,2000
0,0.7642276422764228,"[[  0  21   0   0   0   1]
 [  0 101  36   6   5  13]
 [  0  42  70  16  11  18]
 [  0  71  21 282   7   6]
 [  0   9  12   3 223   8]
 [  0   5   5   1   2 358]]",2019-05-06 16:00:26.375919,0.048227787017822266,0.5966434809141691,0.7032165518858832,svm,0.5987750298173081,0.6068901013925678,10,0.007532835006713867,2000
0,0.7642276422764228,"[[  0  21   0   0   0   1]
 [  0 101  36   6   5  13]
 [  0  42  70  16  11  18]
 [  0  71  21 282   7   6]
 [  0   9  12   3 223   8]
 [  0   5   5   1   2 358]]",2019-05-06 16:00:26.467928,0.04745316505432129,0.5966434809141691,0.7032165518858832,svm,0.5987750298173081,0.6068901013925678,11,0.007453203201293945,2000
0,0.7642276422764228,"[[  0  21   0   0   0   1]
 [  0 101  36   6   5  13]
 [  0  42  70  16  11  18]
 [  0  71  21 282   7   6]
 [  0   9  12   3 223   8]
 [  0   5   5   1   2 358]]",2019-05-06 16:00:26.559706,0.04712176322937012,0.5966434809141691,0.7032165518858832,svm,0.5987750298173081,0.6068901013925678,12,0.007543325424194336,2000
0,0.7642276422764228,"[[  0  21   0   0   0   1]
 [  0 101  36   6   5  13]
 [  0  42  70  16  11  18]
 [  0  71  21 282   7   6]
 [  0   9  12   3 223   8]
 [  0   5   5   1   2 358]]",2019-05-06 16:00:26.652397,0.047585487365722656,0.5966434809141691,0.7032165518858832,svm,0.5987750298173081,0.6068901013925678,13,0.007842302322387695,2000
0,0.7642276422764228,"[[  0  21   0   0   0   1]
 [  0 101  36   6   5  13]
 [  0  42  70  16  11  18]
 [  0  71  21 282   7   6]
 [  0   9  12   3 223   8]
 [  0   5   5   1   2 358]]",2019-05-06 16:00:26.744897,0.047476768493652344,0.5966434809141691,0.7032165518858832,svm,0.5987750298173081,0.6068901013925678,14,0.007476091384887695,2000
0,0.7642276422764228,"[[  0  21   0   0   0   1]
 [  0 101  36   6   5  13]
 [  0  42  70  16  11  18]
 [  0  71  21 282   7   6]
 [  0   9  12   3 223   8]
 [  0   5   5   1   2 358]]",2019-05-06 16:00:26.837158,0.047214508056640625,0.5966434809141691,0.7032165518858832,svm,0.5987750298173081,0.6068901013925678,15,0.007437229156494141,2000
0,0.7642276422764228,"[[  0  21   0   0   0   1]
 [  0 101  36   6   5  13]
 [  0  42  70  16  11  18]
 [  0  71  21 282   7   6]
 [  0   9  12   3 223   8]
 [  0   5   5   1   2 358]]",2019-05-06 16:00:26.931015,0.0484316349029541,0.5966434809141691,0.7032165518858832,svm,0.5987750298173081,0.6068901013925678,16,0.007700204849243164,2000
0,0.7642276422764228,"[[  0  21   0   0   0   1]
 [  0 101  36   6   5  13]
 [  0  42  70  16  11  18]
 [  0  71  21 282   7   6]
 [  0   9  12   3 223   8]
 [  0   5   5   1   2 358]]",2019-05-06 16:00:27.023387,0.04700016975402832,0.5966434809141691,0.7032165518858832,svm,0.5987750298173081,0.6068901013925678,17,0.007413148880004883,2000
0,0.7642276422764228,"[[  0  21   0   0   0   1]
 [  0 101  36   6   5  13]
 [  0  42  70  16  11  18]
 [  0  71  21 282   7   6]
 [  0   9  12   3 223   8]
 [  0   5   5   1   2 358]]",2019-05-06 16:00:27.116163,0.04720878601074219,0.5966434809141691,0.7032165518858832,svm,0.5987750298173081,0.6068901013925678,18,0.007522106170654297,2000
0,0.7642276422764228,"[[  0  21   0   0   0   1]
 [  0 101  36   6   5  13]
 [  0  42  70  16  11  18]
 [  0  71  21 282   7   6]
 [  0   9  12   3 223   8]
 [  0   5   5   1   2 358]]",2019-05-06 16:00:27.210280,0.04840850830078125,0.5966434809141691,0.7032165518858832,svm,0.5987750298173081,0.6068901013925678,19,0.007523059844970703,2000
