,accuracy,confusion,datetime,execution_time,f1,mcc,model,precision,recall,test_time,train_size
0,0.914,"[[  7   0   0   0   0   0]
 [  2 131   3   0   2   4]
 [  0   5  78   2   4   2]
 [  0   0   3  62   0   1]
 [  0   0   8   1  75   2]
 [  0   2   2   0   0 104]]",2019-04-09 13:42:46.694446,77.34705448150635,0.9066504129760532,0.8917734761712941,lstm,0.8928277393686893,0.9256879990038631,0.27262306213378906,5500
