,accuracy,confusion,datetime,execution_time,f1,f1_train,mcc,model,precision,recall,run,test_time,train_size
0,0.7323943661971831,"[[  0  20   0   0   1   1]
 [  0 103  36  11  10  16]
 [  0  24  63   6   7  19]
 [  0  86  29 282  13  17]
 [  0  10   7   6 210  21]
 [  0   6   9   2   4 330]]",2019-08-20 17:13:13.804892,0.7573304176330566,0.5746735429267603,0.9948440842057863,0.6634843290392214,svm,0.5739493223382282,0.5903338628024749,1,0.004224538803100586,1000
0,0.765011119347665,"[[  0  20   0   0   2   0]
 [  0  96  29   6   7  15]
 [  0  32  83  14   9  17]
 [  0  83  18 280   7   3]
 [  0  10   7   4 215  11]
 [  0   8   7   3   5 358]]",2019-08-20 17:13:15.359906,1.5021419525146484,0.6035289668437568,0.9966078421746317,0.7041912954756292,svm,0.6062788015161634,0.6148542122317536,1,0.004199028015136719,2000
0,0.7828020756115641,"[[  0  20   0   0   1   0]
 [  0  97  21   6   4  14]
 [  0  28  92  15   8  15]
 [  0  90  16 282   5   4]
 [  0  10  10   2 219   5]
 [  0   4   5   2   8 366]]",2019-08-20 17:13:18.146603,2.7170538902282715,0.6210642083580992,0.9843248742537766,0.7276886329448237,svm,0.6244720070241215,0.6360996302616208,1,0.0039768218994140625,3000
0,0.7768717568569311,"[[  0  20   1   0   1   0]
 [  0  95  22   9   6  14]
 [  0  28  91  14  10  15]
 [  0  93  14 280   5   4]
 [  0   9  13   3 215   4]
 [  0   4   3   1   8 367]]",2019-08-20 17:13:21.996631,3.7751903533935547,0.6153748303750064,0.9842887309637117,0.719945317056193,svm,0.6185815880197134,0.6288461816217851,1,0.004203081130981445,4000
0,0.7828020756115641,"[[  0  21   1   0   1   0]
 [  0  95  24   9   5  10]
 [  0  24  89   9   8  16]
 [  0  96  16 283   5   2]
 [  0   9  12   5 216   3]
 [  0   4   2   1  10 373]]",2019-08-20 17:13:27.103116,5.018559455871582,0.6196622848123484,0.9790561480190906,0.7274545096157391,svm,0.6210509573336086,0.6359912857342539,1,0.004225015640258789,5500
