,accuracy,confusion,datetime,execution_time,f1,fold,mcc,model,precision,recall,test_time,train_size
0,0.7938206785137318,"[[ 27   1   0   0   0   0]
 [ 29 761  63   3   8  10]
 [ 21 243 937 153 122 101]
 [  2  34 104 912  25  22]
 [  0  26  11   3 605  17]
 [  0  17   3   1   2 689]]",2019-08-23 21:04:08.757430,791.8381497859955,0.759416211612742,0,0.74662491768262,cnn_bert,0.7248547227960684,0.8567667431293168,109.4164400100708,1000
0,0.8509693053311793,"[[ 42   2   0   0   0   0]
 [ 28 898 108  26   6  25]
 [  5 110 885  96  12  37]
 [  1  19  47 897   4   5]
 [  2  34  70  50 738  18]
 [  1  19   8   3   2 754]]",2019-08-23 21:18:55.476409,777.4858191013336,0.8296654786747993,0,0.81487879905841,cnn_bert,0.8095214715472041,0.8732899156315234,108.51083779335022,1000
0,0.8095718901453958,"[[   0    0    0    0    0    0]
 [  37  646   34    1    0    5]
 [  35  341 1019  182   41   35]
 [   0   16   22  864   20    1]
 [   3   41   23   15  696   14]
 [   4   38   20   10    5  784]]",2019-08-23 21:34:00.112816,793.5259935855865,0.6892558803447898,0,0.7703135495500503,cnn_bert,0.6937155457935215,0.7058982049743445,110.21455216407776,1000
0,0.8259289176090469,"[[   2    0    0    0    0    0]
 [  63 1007  274   63   59   60]
 [   9   38  750   53   12   33]
 [   2   22   68  936    8    6]
 [   0    7   17   16  681   26]
 [   3    8    9    4    2  714]]",2019-08-23 21:49:25.229334,814.0830228328705,0.7098763135083228,0,0.7871650712013414,cnn_bert,0.7074482313485367,0.8787779969216395,109.52383828163147,1000
0,0.8598546042003231,"[[ 33  35  26   8   2   6]
 [ 22 801  36   3   1   6]
 [ 18 177 957  79  20  38]
 [  2  16  61 969  11   5]
 [  0  32  27  11 726  12]
 [  4  21  11   2   2 772]]",2019-08-23 22:04:30.134481,794.8892161846161,0.7888065627298199,0,0.8271497947031324,cnn_bert,0.7984711592231862,0.7873588645485703,108.72262406349182,1000
0,0.8261308562197092,"[[   0    4    0    0    0    0]
 [  68  917  155   13    9   27]
 [   6   68  666   11    3   13]
 [   4   42  223 1019   10    4]
 [   0   35   67   29  739   45]
 [   1   16    7    0    1  750]]",2019-08-23 22:20:06.494271,826.8780462741852,0.6972292544841355,0,0.7872947293920647,cnn_bert,0.7095847582359108,0.6995981255683356,108.03358435630798,1000
0,0.842891760904685,"[[   0    0    0    0    0    0]
 [  60 1000  229   15   54   52]
 [  13   55  806   90   29   11]
 [   1    6   39  942   13    3]
 [   1    3   24   18  659    6]
 [   4   18   20    7    7  767]]",2019-08-23 22:34:54.603471,778.7694437503815,0.714583382633084,0,0.8058847634876302,cnn_bert,0.7171481569599226,0.7181792574595156,108.1122260093689,1000
0,0.8719709208400647,"[[  0   0   0   0   0   0]
 [ 57 941  94  11  14  16]
 [ 10  76 906  45  14  24]
 [  1  27  79 996  31   1]
 [  8  21  20  11 684   7]
 [  3  17  19   9  19 791]]",2019-08-23 22:50:26.564323,810.4196553230286,0.7358177910989511,0,0.8400334034461499,cnn_bert,0.7415987908985405,0.7305931953421737,109.24678230285645,1000
0,0.7804927302100162,"[[   0    0    0    0    0    0]
 [   2  639    8    0    1    0]
 [  47  315 1066  130  192   49]
 [   1    5   12  905   34    2]
 [  29  111   23   36  487   20]
 [   0   12    9    1   48  768]]",2019-08-23 23:05:56.652890,821.0766716003418,0.6565598035376478,0,0.7374016397922023,cnn_bert,0.6571268102419494,0.687598194304762,107.52056193351746,1000
0,0.6556946688206785,"[[  0   0   0   0   0   0]
 [ 11 782  40  33  32  11]
 [ 64 247 984 982  37  38]
 [  2  22  40  21   0   2]
 [  1  24  40  31 684  12]
 [  1   7  14   5   9 776]]",2019-08-23 23:22:59.093035,914.1546087265015,0.5348775398982853,0,0.6088181584297386,cnn_bert,0.5741694571264468,0.5565556790255615,106.76599144935608,1000
0,0.7902327935222672,"[[ 38   4   0   0   0   0]
 [  6 436   9   0   1  11]
 [ 18 363 831 111  30 107]
 [  1  25  38 737  10  15]
 [  0  32  14   7 567  23]
 [  0   3   1   0   0 514]]",2019-08-26 13:16:47.677674,851.0260961055756,0.7894020760613844,1,0.7527751371827089,cnn_bert,0.7667797254918319,0.8636597506641616,84.96280527114868,2000
0,0.8694331983805668,"[[ 62  53  23   2   4   2]
 [  1 725 115  31  11   4]
 [  0  33 661  39  11   6]
 [  0  10  44 758   4   1]
 [  0  10  21  13 575   2]
 [  0  32  29  12   3 655]]",2019-08-26 13:32:44.652006,863.5233132839203,0.8339939343944481,2,0.8393781842687086,cnn_bert,0.8957177639786073,0.8121826828318937,92.55695104598999,2000
0,0.8901821862348178,"[[ 37   3   0   0   0   0]
 [ 23 792 114  14  11  18]
 [  2  30 693  32  16  15]
 [  1  10  66 797   6   6]
 [  0  15  16  11 575   7]
 [  0  13   4   1   0 624]]",2019-08-26 13:48:39.032770,860.8128252029419,0.8677329864894444,3,0.8637353007001217,cnn_bert,0.848382830814952,0.9020403246180771,92.70649695396423,2000
0,0.8830971659919028,"[[ 52   4   0   1   0   0]
 [  8 703  36   7   7   1]
 [  2 100 802  76  49  22]
 [  1   7  27 763  10   0]
 [  0  10   8   1 526   3]
 [  0  39  20   7  16 644]]",2019-08-26 14:04:46.168386,874.4055120944977,0.884548297176444,4,0.8555423181884225,cnn_bert,0.8761361052257716,0.8981914909046428,91.67293810844421,2000
0,0.8689271255060729,"[[ 58  46   2   0   0   0]
 [  1 573  14   1   2   1]
 [  4 193 846 100  30  14]
 [  0   2  13 746   9   1]
 [  0   8   5   3 560   3]
 [  0  41  13   5   7 651]]",2019-08-26 14:21:13.416222,896.7135837078094,0.8478903247760464,5,0.8426486276583615,cnn_bert,0.8828625507067777,0.8450842555196548,89.7077989578247,2000
