,accuracy,confusion,datetime,execution_time,f1,fold,model,precision,recall,test_time,train_size
0,0.792,"[[31  0  1  0  0  0  0]
 [ 3 44  1  2  6  6  0]
 [ 0  2 53  1  1  4  2]
 [ 1  0  0  0  0  1  0]
 [ 0  0  0  0 13  3  4]
 [ 1  1  3  3  2 14  1]
 [ 0  0  0  0  1  2 43]]",2019-04-03 13:08:19.122474,26.21577501296997,0.6578160883556882,3,lstm,0.6575654978994798,0.6663542670457617,8.620683670043945,200
0,0.716,"[[30  2  0  0  0  1  0]
 [ 1 36  5  0  1  3  0]
 [ 0  0 49  0  0  4  1]
 [ 0  1  1  2  0  3  0]
 [ 2  6  3  2  9  6  7]
 [ 2  0  0  4  8 13  0]
 [ 0  1  0  0  3  4 40]]",2019-04-03 13:08:54.797575,27.351661443710327,0.6268028166362767,4,lstm,0.6255481202975942,0.6366827099746354,8.129648208618164,200
0,0.628,"[[30  5  1  1  1  1  0]
 [ 1 36  6  0  3  5  1]
 [ 0  4 34  2  0  1  2]
 [ 6  2  2  1  0  7  1]
 [ 0  1  2  0  8 15  1]
 [ 0  2  1  2  8  7  2]
 [ 0  1  3  0  3  0 41]]",2019-04-03 13:09:29.355041,26.24132776260376,0.5318827460311745,5,lstm,0.5390963685009564,0.5390732137213166,8.122354507446289,200
0,0.568,"[[ 0  0  0  0  0  0  0]
 [33 41  5  1  3  8  0]
 [ 1  2 47  1  3  2  2]
 [ 0  3  0  1  1  6  1]
 [ 0  0  0  0  0  0  0]
 [ 0  1  0  3 14 11  5]
 [ 0  2  0  0  5  6 42]]",2019-04-03 13:10:04.540072,26.41619348526001,0.38281843718943936,6,lstm,0.44008297824624354,0.3473419124100086,8.572497844696045,200
0,0.684,"[[32  5  2  1  1  3  0]
 [ 2 39 11  2  3  7  0]
 [ 0  1 36  0  0  2  2]
 [ 0  0  0  2  0  5  0]
 [ 0  0  2  0 13  4  2]
 [ 0  4  2  2  5 11  7]
 [ 0  1  0  0  2  1 38]]",2019-04-03 13:10:40.070376,26.867247343063354,0.6161553846134314,7,lstm,0.6195208919147174,0.6255798609945373,8.468147993087769,200
0,0.74,"[[35  0  0  0  0  0  0]
 [ 0 33  3  0  2  2  1]
 [ 0  2 48  0  1  0  0]
 [ 0  1  3  0  0  2  0]
 [ 2  2  0  1 10  8  5]
 [ 0  5  5  5  3 17  2]
 [ 0  1  2  0  3  4 42]]",2019-04-03 13:11:16.500875,27.856961011886597,0.6200873257104261,8,lstm,0.6234712137818263,0.6243355919519068,8.380788564682007,200
0,0.764,"[[38  1  0  0  0  1  0]
 [ 0 33  3  2  1  1  0]
 [ 0  2 52  1  1  2  2]
 [ 0  0  0  1  0  1  0]
 [ 0  1  0  1 10  5 11]
 [ 0  2  4  4  2 17  2]
 [ 0  2  0  0  4  3 40]]",2019-04-03 13:11:54.538905,29.24422335624695,0.6580474254186647,9,lstm,0.6638342916557055,0.6947890215994231,8.598223447799683,200
0,0.8266666666666667,"[[21  0  0  0  0  0  0]
 [ 0 18  0  0  2  1  0]
 [ 0  2 36  0  0  2  1]
 [ 0  0  1  2  0  2  0]
 [ 3  0  0  0  6  4  1]
 [ 0  0  0  0  3  9  1]
 [ 0  0  1  1  0  1 32]]",2019-04-03 13:12:34.645652,30.534242391586304,0.7399371761671635,0,lstm,0.7603513654265533,0.7386223532564996,9.378323316574097,300
0,0.8266666666666667,"[[24  0  0  0  0  0  0]
 [ 1 32  2  0  2  0  2]
 [ 0  4 26  0  0  1  0]
 [ 0  0  0  0  1  0  0]
 [ 0  0  1  0  8  0  3]
 [ 0  1  1  3  1  8  0]
 [ 0  0  0  1  2  0 26]]",2019-04-03 13:13:14.319489,30.771881341934204,0.6931227960357652,1,lstm,0.7129369527526209,0.684838494309335,8.708603858947754,300
0,0.7666666666666667,"[[20  1  0  0  0  0  0]
 [ 0 18  2  1  1  0  3]
 [ 0  0 34  0  1  0  1]
 [ 0  1  1  0  0  0  0]
 [ 0  1  0  0  8  2  1]
 [ 0  1  2  3  7  9  2]
 [ 0  0  0  0  3  1 26]]",2019-04-03 13:13:58.268406,33.04745388031006,0.6390900992813663,2,lstm,0.6611222111222111,0.6464512471655329,9.223486423492432,300
0,0.84,"[[21  0  0  0  0  0  0]
 [ 0 28  1  0  1  1  0]
 [ 0  1 31  0  2  2  1]
 [ 0  0  0  0  1  1  0]
 [ 0  0  0  0  7  3  0]
 [ 0  1  1  1  2 11  0]
 [ 0  2  0  1  1  1 28]]",2019-04-03 13:14:41.656811,33.62765312194824,0.6985333918513642,3,lstm,0.6941226498849004,0.7110069275391856,9.565853595733643,300
0,0.8,"[[17  0  0  0  0  0  0]
 [ 2 23  2  0  2  2  0]
 [ 0  0 33  0  0  2  0]
 [ 0  0  1  0  0  2  0]
 [ 0  1  0  2 10  2  1]
 [ 0  1  0  4  1 10  0]
 [ 0  0  0  0  2  3 27]]",2019-04-03 13:15:24.144330,33.12558841705322,0.683021758789267,4,lstm,0.691220909416398,0.6826489466754444,9.165923357009888,300
