,accuracy,confusion,datetime,execution_time,f1,f1_train,mcc,model,precision,recall,run,test_time,train_size
0,0.788,"[[  3   1   0   0   0   0]
 [  5 124  16   2   7   9]
 [  0   8  61   2  11   9]
 [  1   3   7  60   5   2]
 [  0   0   8   1  57   4]
 [  0   2   2   0   1  89]]",2019-08-22 13:12:27.852547,0.012310266494750977,0.7331582158332036,0.9415386175315109,0.7341768304539494,svm,0.715868579072239,0.7852318101339116,1,0.0012271404266357422,1000
0,0.832,"[[  3   0   0   0   0   0]
 [  6 124  13   1   5   4]
 [  0   7  65   1   7   5]
 [  0   1   8  62   3   1]
 [  0   0   6   1  63   4]
 [  0   6   2   0   3  99]]",2019-08-22 13:12:27.930144,0.04531121253967285,0.7775000914030867,0.9452301997620879,0.7884284760392182,svm,0.7551839243312233,0.8588635694518048,1,0.0019249916076660156,2000
0,0.81,"[[  3   0   0   0   0   0]
 [  6 120  16   1   4   4]
 [  0  11  63   1   9   8]
 [  0   3   5  62   5   0]
 [  0   0   8   1  61   5]
 [  0   4   2   0   2  96]]",2019-08-22 13:12:28.033050,0.05771279335021973,0.7600712293870012,0.9313834951955405,0.7606675093027051,svm,0.7382669020675365,0.8404269197545905,1,0.0012819766998291016,3000
0,0.842,"[[  3   0   0   0   0   0]
 [  6 123  13   1   4   4]
 [  0   7  69   0  11   6]
 [  0   4   4  63   3   0]
 [  0   0   6   1  62   2]
 [  0   4   2   0   1 101]]",2019-08-22 13:12:28.157738,0.0686037540435791,0.7875784050420376,0.9127698021656042,0.8009760206460559,svm,0.7645247353469373,0.8693801655751773,1,0.0013492107391357422,4000
0,0.854,"[[  4   0   0   0   0   0]
 [  4 121  10   1   4   4]
 [  1  11  73   0  13   3]
 [  0   3   6  63   1   0]
 [  0   1   5   1  62   2]
 [  0   2   0   0   1 104]]",2019-08-22 13:12:28.310536,0.08377265930175781,0.8160910149784972,0.9062566877187663,0.8163099100984689,svm,0.7921447722708801,0.8785443011796309,1,0.0026624202728271484,5500
